שם קובץ,ID,נתיב,סוג (MIME),גודל (MB),תאריך יצירה,תאריך עדכון אחרון,בעלים,קישור
405 השגחה פרטית = נס מספר 86042 -נס ''יזכור'' ביום כיפור .mp3,1KBuiDkIEr-9WUhAvAwh0FgayibPsAMcX,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/א. שער האמונה והבטחון,audio/mpeg,25.421,6/17/2026 9:50:12,11/9/2021 9:13:40,yadtamar613@gmail.com,https://drive.google.com/file/d/1KBuiDkIEr-9WUhAvAwh0FgayibPsAMcX/view?usp=drivesdk
406 קידוש ה'- ''והייתם נקיים'' - סדר ונקיון ואיכות הסביבה .mp3,1T6dbGFUBttis4OGGBZXhMkSEMwHEHf_J,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/א. שער האמונה והבטחון,audio/mpeg,24.477,6/17/2026 9:50:16,11/9/2021 9:16:10,yadtamar613@gmail.com,https://drive.google.com/file/d/1T6dbGFUBttis4OGGBZXhMkSEMwHEHf_J/view?usp=drivesdk
407 תפילה טהורה-בתיה מבת ים- סטים מהודרים לסוכות- חנן הנחבא- מכתב ל''אבא בשמיים'' .mp3,1EcQkfZqc82mMqy0ritaclHYL73-vt9ic,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/א. שער האמונה והבטחון,audio/mpeg,21.131,6/17/2026 9:50:20,11/9/2021 9:18:28,yadtamar613@gmail.com,https://drive.google.com/file/d/1EcQkfZqc82mMqy0ritaclHYL73-vt9ic/view?usp=drivesdk
408 יצר הרע- הדימיון והמציאות- ''אספן הקופים''- החקלאי והטוחן- השגריר ה''גיבן''.mp3,1R3n_VBiqh9PKsBfhy1LtL3ayaEN13KLu,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/א. שער האמונה והבטחון,audio/mpeg,24.571,6/17/2026 9:50:24,11/9/2021 9:21:20,yadtamar613@gmail.com,https://drive.google.com/file/d/1R3n_VBiqh9PKsBfhy1LtL3ayaEN13KLu/view?usp=drivesdk
409 בעל ''מחצית השקל'' וסכין הרצח- התפילין שהצילו כעשרת אלפים בני אדם-העשיר ומאכלי חלב בשבועות. .mp3,1ZJlnAYayZUM_hXOOcW0P6G8XGibZdGjV,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ב.שער ישראל ואומות העולם,audio/mpeg,23.315,6/17/2026 9:51:18,11/9/2021 9:50:34,yadtamar613@gmail.com,https://drive.google.com/file/d/1ZJlnAYayZUM_hXOOcW0P6G8XGibZdGjV/view?usp=drivesdk
410 טובה לגוי - השוטר הכושי וישיבת ליקווד- הצדיק מליסקא ומפקד הכלא = מגויים של שבת לנשיאות ארה''ב ורוסיה  .mp3,18qo7FGldTAjoXMDk0C5S021rFdXMfPB_,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ב.שער ישראל ואומות העולם,audio/mpeg,23.79,6/17/2026 9:51:22,11/9/2021 9:53:24,yadtamar613@gmail.com,https://drive.google.com/file/d/18qo7FGldTAjoXMDk0C5S021rFdXMfPB_/view?usp=drivesdk
411 הרב הופמן ושליט גרמניה- בעלה''שפע חיים'' ונשיא ארצות הברית- ר' אהרן קוטלר וראש ה''מאפיה''.mp3,1474C2NoEL_NZvlWgmV8ciXfn3CQKh7ne,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ב.שער ישראל ואומות העולם,audio/mpeg,24.845,6/17/2026 9:51:26,11/9/2021 9:57:18,yadtamar613@gmail.com,https://drive.google.com/file/d/1474C2NoEL_NZvlWgmV8ciXfn3CQKh7ne/view?usp=drivesdk
412 ''אור לגויים''- אורו של פנצ'ר- אורו של ר' נתן צבי פנקל זצ''ל ראש ישיבת מיר- אורו המגייר של חמץ .mp3,1Jz14APlI9iKxjd0WlI2lLMvgvbMBNzsT,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ב.שער ישראל ואומות העולם,audio/mpeg,25.216,6/17/2026 9:51:30,11/9/2021 10:00:10,yadtamar613@gmail.com,https://drive.google.com/file/d/1Jz14APlI9iKxjd0WlI2lLMvgvbMBNzsT/view?usp=drivesdk
413 ''די מחסורו''=ר' משה פיינשטיין והכלה- מלכודת עכברים- קלמן מתגרד בעץ- הפנצ'ר .mp3,1FyvHS8ePo092oULga60uU5I56u5wtT3D,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ג.שער המידות,audio/mpeg,24.515,6/17/2026 9:50:55,11/9/2021 10:04:48,yadtamar613@gmail.com,https://drive.google.com/file/d/1FyvHS8ePo092oULga60uU5I56u5wtT3D/view?usp=drivesdk
414 להיות אדם- הכרטיס ברכבת- משפט בייליס- ר' חיים מבריסק מתערב עם מושל וולוז'ין = צדקה בחיוך..mp3,1WZxtts2aIminVqRAJjQNga3P-UAnDPYq,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ג.שער המידות,audio/mpeg,23.913,6/17/2026 9:50:59,11/9/2021 10:07:28,yadtamar613@gmail.com,https://drive.google.com/file/d/1WZxtts2aIminVqRAJjQNga3P-UAnDPYq/view?usp=drivesdk
415 הפרוכת שהפכה קמצן לנדיב לב -בתי ויטנברג-התרנגולת והחזיר-''אשת חיל'' חכמה- ''בכל מאודך''   .mp3,1J7ZYuWcM11NcAlUfY6usrdDYj6XXZSDL,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ג.שער המידות,audio/mpeg,23.735,6/17/2026 9:51:03,11/9/2021 10:10:14,yadtamar613@gmail.com,https://drive.google.com/file/d/1J7ZYuWcM11NcAlUfY6usrdDYj6XXZSDL/view?usp=drivesdk
416 מידת החמדנות - הגבירים בוולוז'ין והמגרש -הנסיך והאיכרים-  הפרופסור בטיסה .mp3,1fr-OVl0JexrZG6yPvYs6pi7-tpPQ3cLM,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ג.שער המידות,audio/mpeg,21.205,6/17/2026 9:51:06,11/9/2021 10:21:34,yadtamar613@gmail.com,https://drive.google.com/file/d/1fr-OVl0JexrZG6yPvYs6pi7-tpPQ3cLM/view?usp=drivesdk
417 מלוותר לא מפסידים - מוכר הספרים בירושלים - המרפאות בלונדון והרב שטיימן זצוק''ל .mp3,1FPzC91bPEeo7FiVaOFlu3ueZdzqI6FFJ,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ג.שער המידות,audio/mpeg,22.5,6/17/2026 9:51:10,11/9/2021 10:25:08,yadtamar613@gmail.com,https://drive.google.com/file/d/1FPzC91bPEeo7FiVaOFlu3ueZdzqI6FFJ/view?usp=drivesdk
418 לחאמין בעצמנו-בית הכנסת של אייזיק יקלס=שני קבצנים וברבז צלוי.mp3,1NaJpRcUL9AVv3p7OrJ1JUN4dfgWBPSB8,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ג.שער המידות,audio/mpeg,22.565,6/17/2026 9:51:14,11/9/2021 10:29:44,yadtamar613@gmail.com,https://drive.google.com/file/d/1NaJpRcUL9AVv3p7OrJ1JUN4dfgWBPSB8/view?usp=drivesdk
419 שמיטה. אניית הבצל-פרחי הסיפן- ''צביקה סלרי'' .mp3,1UgiVJQ_xjof48Z6_IPtKlU4kDu1ncurZ,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ד.שער המצוות,audio/mpeg,24.254,6/17/2026 9:50:28,11/9/2021 10:35:58,yadtamar613@gmail.com,https://drive.google.com/file/d/1UgiVJQ_xjof48Z6_IPtKlU4kDu1ncurZ/view?usp=drivesdk
420 יעקב ''הקמצן מקראקא. ר' דוד לייב שוורץ מבני ברק .mp3,119EIHDg4beOjucgKKI4jrtWURoFcXwVg,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ד.שער המצוות,audio/mpeg,23.728,6/17/2026 9:50:32,11/9/2021 10:43:52,yadtamar613@gmail.com,https://drive.google.com/file/d/119EIHDg4beOjucgKKI4jrtWURoFcXwVg/view?usp=drivesdk
421 מצוות הצדקה.מנדל העשיר מפסיד בשלשה דיני תורה אצל ר' לוי יצחק מברדיצ'ב .mp3,1lrAF8wUAwDhsHemEHwKQpalavE2ZrAJb,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ד.שער המצוות,audio/mpeg,21.451,6/17/2026 9:50:35,11/9/2021 10:49:08,yadtamar613@gmail.com,https://drive.google.com/file/d/1lrAF8wUAwDhsHemEHwKQpalavE2ZrAJb/view?usp=drivesdk
422 מצוות הלואה -הקופה במרוקו= ר' עקיבא אייגר וקבר המלוה בריבית=''הגוי'' היהודי בירושלים .mp3,1QE7lCbHZQATsm0FjdMTYb71VsJRTc-ST,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ד.שער המצוות,audio/mpeg,23.837,6/17/2026 9:50:39,11/9/2021 10:53:32,yadtamar613@gmail.com,https://drive.google.com/file/d/1QE7lCbHZQATsm0FjdMTYb71VsJRTc-ST/view?usp=drivesdk
423 כחה של מצוה אחת -שרוכים וחליקופטרים -גילוח ב 9 הימים-שני סופרי סת''ם בלוויה של גוי .mp3,1wvOl5A3ktNFV6XtUBrytrAFR1248Dt6G,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ד.שער המצוות,audio/mpeg,24.516,6/17/2026 9:50:43,11/9/2021 10:57:34,yadtamar613@gmail.com,https://drive.google.com/file/d/1wvOl5A3ktNFV6XtUBrytrAFR1248Dt6G/view?usp=drivesdk
424 ערכה של מצווה - מכירת עולם הבא ברובל אחד - איש ''הצלה'' שהציל את הרב אלישיב זצוק''ל .mp3,1zzW_IOO1mUzEvenwYxU0vo-W6fcatv_0,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ד.שער המצוות,audio/mpeg,22.516,6/17/2026 9:50:47,11/9/2021 11:01:02,yadtamar613@gmail.com,https://drive.google.com/file/d/1zzW_IOO1mUzEvenwYxU0vo-W6fcatv_0/view?usp=drivesdk
"425 ''סור מרע ועשה טוב'' - החמור ''הצדיק''- ''עם הדומה לחמור'', החמור ''הקדוש'' .mp3",1_Sb9srkxkfijYmJw2nbw_aFSHB2SG9vF,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ד.שער המצוות,audio/mpeg,25.548,6/17/2026 9:50:51,11/9/2021 11:04:04,yadtamar613@gmail.com,https://drive.google.com/file/d/1_Sb9srkxkfijYmJw2nbw_aFSHB2SG9vF/view?usp=drivesdk
426 שבת הרב הרמן.mp3 מתווך הדירות מרמת גן .mp3,1VvFEmaU5b_uMAFEzzc7c8n9A5yWrg-1F,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ה.שער השבת והמועדים,audio/mpeg,19.603,6/17/2026 9:49:40,11/9/2021 16:13:04,yadtamar613@gmail.com,https://drive.google.com/file/d/1VvFEmaU5b_uMAFEzzc7c8n9A5yWrg-1F/view?usp=drivesdk
427 ברכת שבת המלכה=הרב זלמן גרוסמן זצ''ל והברון רוטשילד=רוטשילד ומלך אנגליה=השבת לא למכירה .mp3,19IT3TqHnq5RVT4C24EzozSnK5jiBi5XB,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ה.שער השבת והמועדים,audio/mpeg,22.815,6/17/2026 9:49:44,11/9/2021 16:15:34,yadtamar613@gmail.com,https://drive.google.com/file/d/19IT3TqHnq5RVT4C24EzozSnK5jiBi5XB/view?usp=drivesdk
"428 הספרן בניו יורק, ואור נרות חנוכה - השיפוצניק בקנדה, הלוטו, והחנוכיה .mp3",1Rf1YA_PXThpSD8e6-mtVpjRjkFWRvi8K,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ה.שער השבת והמועדים,audio/mpeg,23.056,6/17/2026 9:49:48,11/9/2021 16:18:28,yadtamar613@gmail.com,https://drive.google.com/file/d/1Rf1YA_PXThpSD8e6-mtVpjRjkFWRvi8K/view?usp=drivesdk
429 שבת קודש ומידות הצניעות והיהירות- רוטשילד והגביר שלא היה  גביר- בנקאי השבת ר' שמואל שטראוס  (3).mp3,1YmaA6s7-K6hV7gDsIyWPjyZOgAkUa-PQ,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ה.שער השבת והמועדים,audio/mpeg,22.847,6/17/2026 9:49:52,11/9/2021 16:21:18,yadtamar613@gmail.com,https://drive.google.com/file/d/1YmaA6s7-K6hV7gDsIyWPjyZOgAkUa-PQ/view?usp=drivesdk
430 מסירות נפש לתורה- ארבעת היהלומים של הקב''ה באמריקה=13 ילדים באנגליה- צוואת הסבא ..mp3,1X_XdLwsy1G2fZuiB04ZXVokazDpznPES,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ו..שער התורה,audio/mpeg,26.776,6/17/2026 9:51:34,11/9/2021 16:26:44,yadtamar613@gmail.com,https://drive.google.com/file/d/1X_XdLwsy1G2fZuiB04ZXVokazDpznPES/view?usp=drivesdk
431 למה כלכך חשוב ללמוד תורה -נתן שטראוס אונית ה''טיטניק''ולומדי התורה בירושלים - האברך שתרם מיטות לבית חולים.mp3,135On4IdgXYDgwThBYR2lsvAj3YMijIfx,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ו..שער התורה,audio/mpeg,22.311,6/17/2026 9:51:37,11/9/2021 16:29:26,yadtamar613@gmail.com,https://drive.google.com/file/d/135On4IdgXYDgwThBYR2lsvAj3YMijIfx/view?usp=drivesdk
432 רוח הקודש- ריח גן עדן מבגד של כומר= שמן זית לחנוכיית ה''חזון איש''- צו גיוס לילד בן 13 .mp3,17IAwSoBILNoGOnXjLRhpUyGJ0NxPnZXm,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ו..שער התורה,audio/mpeg,21.063,6/17/2026 9:51:41,11/9/2021 16:32:36,yadtamar613@gmail.com,https://drive.google.com/file/d/17IAwSoBILNoGOnXjLRhpUyGJ0NxPnZXm/view?usp=drivesdk
433 ה''נודע ביהודה'' והמשוגע= ה''סוחר'' המדומה- ר' שמואל מסלנט והגנב- ''כאב בטן'' לשוטר גוי .mp3,15Dkrjol8KpmtmK6mpqX01ukb68Q48s5u,סט ילדים/סיפורי מופת- סדרה ד' 401 -433/ו..שער התורה,audio/mpeg,21.742,6/17/2026 9:51:45,11/9/2021 16:35:56,yadtamar613@gmail.com,https://drive.google.com/file/d/15Dkrjol8KpmtmK6mpqX01ukb68Q48s5u/view?usp=drivesdk
